id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
536,u,0.0,0.0,4.0,689,174.0,0,0.0,0,0.0,0.0,715,249.0,0,0,0.0,597.0,219.0,0,0,0.0,482.0,186.0,0.0,0.0,0.0,1255,0,1431,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,219.0,0.0,579.0,219.0,0.0,550.0,215.0,0.0,589.0,219.0,,,,28,,Leo Fuhr,Hjelde,Hjelde,has joined Sheffield United on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
538,u,0.0,0.0,3.8,801,249.0,0,0.0,-2,2.0,0.2,366,134.0,0,0,0.0,529.0,192.0,0,0,0.0,408.0,154.0,0.0,0.0,0.0,23261,0,32654,126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,192.0,0.0,504.0,190.0,0.0,472.0,183.0,0.0,521.0,192.0,,,,28,,Zak,Johnson,Johnson,has joined York City on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
539,a,100.0,100.0,4.0,668,164.0,0,0.0,0,0.0,0.1,550,197.0,2,0,0.4,515.0,179.0,0,6,0.2,364.0,127.0,0.0,0.5,0.0,7013,38,7323,59,0.2,0.2,0.0,0.0,0.0,0.86,0.0,0.0,0.0,3.52,6.0,470.0,171.0,1.1,464.0,170.0,0.0,531.0,207.0,0.7,485.0,171.0,,,,28,,Luke,O'Nien,O'Nien,,,22,0,0,0,0,0,0,0,0,1,0,0,3,,,,0.0,0.0,0.0,0.0,12.27,2,1,1
540,u,0.0,0.0,3.9,762,222.0,0,0.0,-1,1.0,0.3,325,118.0,0,0,0.0,555.0,202.0,0,0,0.0,437.0,167.0,0.0,0.0,0.0,47547,0,47269,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,202.0,0.0,533.0,202.0,0.0,502.0,196.0,0.0,547.0,202.0,,,,28,,Timothée,Pembélé,Pembele,has joined Le Havre AC on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
541,i,0.0,0.0,3.8,793,241.0,0,0.0,-2,2.0,3.1,106,42.0,51,0,3.0,185.0,68.0,5,181,2.6,136.0,46.0,0.7,13.4,0.0,613256,478,1031275,4988,0.0,0.0,0.13,0.46,0.59,19.99,0.01,0.03,0.04,1.26,285.4,194.0,77.0,94.0,266.0,80.0,37.0,339.0,112.0,41.8,278.0,92.0,,,,28,,Reinildo,Mandava,Reinildo,Knee injury - Expected back 14 Mar,,1427,0,2,4,20,0,0,0,6,1,0,17,141,,,,0.0,0.25,1.26,1.07,7.69,27,95,67
542,u,0.0,0.0,4.0,709,187.0,0,0.0,0,0.0,0.1,504,180.0,2,0,1.0,452.0,164.0,0,11,0.0,500.0,197.0,0.0,0.5,0.0,3016,0,25187,21,0.0,0.0,0.0,0.01,0.01,1.33,0.0,0.01,0.01,0.9,33.6,424.0,159.0,2.4,452.0,165.0,0.0,566.0,224.0,3.6,454.0,163.0,,,,28,,Jenson,Seelt,Seelt,has joined Wolfsburg on loan for the rest of the season.,,133,0,0,0,2,0,0,0,0,0,0,1,18,,,,0.0,0.0,1.35,0.68,8.12,4,8,6
543,u,0.0,0.0,4.9,344,212.0,0,0.0,-6,6.0,0.4,293,100.0,34,0,2.4,287.0,125.0,3,81,0.0,737.0,312.0,0.0,6.9,0.0,90681,0,229731,228,0.0,0.0,0.35,0.62,0.97,11.3,0.05,0.09,0.14,1.57,81.4,376.0,166.0,116.8,230.0,146.0,75.0,279.0,152.0,27.0,344.0,166.0,,,,28,,Simon,Adingra,Adingra,has joined AS Monaco on loan for the rest of the season.,,649,1,1,4,8,0,0,0,2,0,0,9,45,,,,0.0,0.55,1.11,1.25,6.24,11,13,21
544,a,100.0,100.0,5.3,203,126.0,0,0.0,-2,2.0,0.1,522,189.0,37,5,3.4,134.0,62.0,3,114,4.8,32.0,14.0,0.9,7.0,0.0,13281,586,18314,138,4.8,4.8,1.24,0.41,1.65,11.81,0.13,0.04,0.17,1.27,75.0,384.0,170.0,65.7,312.0,176.0,138.0,197.0,110.0,27.2,343.0,165.0,,,1.0,28,,Habib,Diarra,Diarra,,,835,1,3,3,9,0,0,0,3,0,0,9,49,,,,0.0,0.32,0.97,0.97,5.28,9,14,26
545,u,0.0,0.0,5.4,159,98.0,0,0.0,-1,1.0,0.0,726,303.0,1,0,1.0,499.0,233.0,0,4,0.0,775.0,338.0,0.0,0.2,0.0,462,0,4080,1,0.0,0.0,0.03,0.02,0.05,0.66,0.1,0.07,0.17,2.2,1.8,490.0,226.0,7.3,433.0,210.0,5.0,429.0,210.0,1.4,476.0,220.0,,,,28,,Patrick,Roberts,Roberts,has joined Birmingham City permanently.,,27,0,0,0,1,0,0,0,0,0,0,0,1,,,,0.0,0.0,3.33,0.0,3.33,0,0,1
546,a,100.0,100.0,4.9,349,217.0,0,0.0,-1,1.0,0.0,691,285.0,0,0,0.0,780.0,339.0,0,0,0.0,740.0,315.0,0.0,0.0,0.0,446,2,3450,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.0,338.0,0.0,775.0,338.0,0.0,771.0,336.0,0.0,779.0,338.0,,,,28,,Milan,Aleksić,Aleksić,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
547,a,100.0,100.0,5.0,266,162.0,1,-1.0,0,0.0,1.4,165,56.0,102,2,3.8,86.0,41.0,8,417,4.2,59.0,28.0,0.8,20.4,0.0,358042,3334,234339,2357,4.2,4.2,4.58,2.9,7.48,36.23,0.19,0.12,0.31,1.48,516.4,63.0,17.0,551.1,20.0,20.0,199.0,127.0,74.0,126.8,37.0,27.0,3.0,2.0,2.0,28,,Enzo,Le Fée,E.Le Fée,,,2205,4,4,7,31,0,0,1,5,0,0,25,233,,,,0.0,0.29,1.27,1.02,9.51,62,61,110
548,i,0.0,0.0,4.9,333,206.0,0,0.0,-1,1.0,0.0,745,316.0,14,0,1.0,490.0,225.0,0,42,0.8,295.0,134.0,0.2,2.9,0.0,1108,2,1524,31,0.0,0.0,0.87,0.48,1.35,8.54,0.2,0.11,0.31,1.93,29.4,430.0,189.0,33.6,368.0,189.0,69.0,288.0,156.0,12.7,398.0,183.0,,,,28,,Romaine,Mundle,Mundle,Hamstring injury - Expected back 22 Mar,,399,0,0,0,11,0,0,0,1,0,0,2,33,,,,0.0,0.0,2.48,0.45,7.44,5,6,22
507,a,100.0,100.0,4.7,379,63.0,0,0.0,-3,3.0,2.3,127,48.0,37,1,3.1,173.0,66.0,3,139,2.4,149.0,52.0,0.5,7.9,0.0,316900,659,1615794,1714,1.9,2.4,0.28,0.66,0.94,18.94,0.02,0.06,0.08,1.62,178.4,277.0,110.0,122.7,224.0,56.0,54.0,315.0,99.0,35.6,303.0,100.0,,,,28,,Ola,Aina,Aina,,,1049,0,1,3,15,0,0,0,3,0,0,12,99,,,,0.0,0.26,1.29,1.03,6.78,13,66,62
25,u,0.0,0.0,5.0,271,166.0,0,0.0,-5,5.0,0.1,449,154.0,8,0,1.3,430.0,193.0,0,20,0.0,751.0,323.0,0.0,1.6,0.0,13149,0,36814,46,0.0,0.0,0.23,0.08,0.31,0.73,0.13,0.04,0.17,0.4,8.6,461.0,208.0,22.5,387.0,196.0,24.0,367.0,188.0,5.4,440.0,196.0,,,,28,,Ethan,Nwaneri,Nwaneri,has joined Marseille on loan for the rest of the season.,,165,0,0,1,0,0,0,0,0,0,0,0,13,,,,0.0,0.55,0.0,0.0,7.09,2,1,10
26,a,100.0,100.0,5.3,199,124.0,0,0.0,-2,2.0,4.9,72,25.0,111,2,3.8,87.0,42.0,9,510,5.0,28.0,12.0,0.9,20.9,0.0,1296177,4228,980099,16497,6.0,5.5,2.64,2.07,4.71,19.26,0.1,0.08,0.18,0.71,521.6,60.0,16.0,318.4,80.0,59.0,239.0,100.0,62.0,108.0,66.0,42.0,,,,28,,Martín,Zubimendi Ibáñez,Zubimendi,,,2445,5,1,13,20,0,0,0,4,0,0,28,246,,,,0.0,0.48,0.74,1.03,9.06,52,99,95
321,a,,,4.3,587,132.0,0,0.0,-2,2.0,0.1,562,203.0,39,1,2.8,212.0,83.0,1,155,1.0,263.0,94.0,0.2,9.1,0.0,6578,26,7067,59,1.0,1.0,0.05,0.53,0.58,14.59,0.0,0.05,0.05,1.41,244.6,224.0,87.0,47.1,345.0,117.0,14.0,391.0,140.0,30.7,329.0,112.0,,,,28,,Jorge,Cuenca Barreno,J.Cuenca,,,931,0,0,2,11,0,0,0,5,0,0,11,120,,,,0.0,0.19,1.06,1.06,11.02,16,98,40
322,a,100.0,100.0,4.5,413,75.0,0,0.0,0,0.0,0.3,339,122.0,73,2,3.6,105.0,35.0,5,279,1.6,210.0,78.0,0.4,16.2,0.0,157334,849,151999,165,1.6,1.6,0.86,1.39,2.25,23.75,0.05,0.08,0.13,1.32,386.0,122.0,55.0,192.0,171.0,40.0,101.0,237.0,62.0,68.0,168.0,55.0,,,,28,,Kenny,Tete,Tete,,,1620,1,0,5,24,0,0,0,2,0,0,19,175,,,,0.0,0.28,1.33,1.06,8.44,62,90,75
323,a,,,3.8,813,260.0,0,0.0,-2,2.0,0.1,418,155.0,0,0,0.0,536.0,198.0,0,0,0.0,417.0,162.0,0.0,0.0,0.0,9215,41,16898,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.0,198.0,0.0,513.0,198.0,0.0,482.0,192.0,0.0,528.0,198.0,,,,28,,Samuel,Amissah,Amissah,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
767,a,,,4.5,494,303.0,0,0.0,0,0.0,0.0,768,330.0,0,0,0.0,742.0,311.0,0,0,0.0,675.0,270.0,0.0,0.0,0.0,1022,12,632,19,-1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,309.0,0.0,734.0,309.0,0.0,721.0,305.0,0.0,740.0,309.0,,,,28,,Luke,Rawlings,Rawlings,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
549,u,0.0,0.0,4.8,362,226.0,0,0.0,-2,2.0,0.0,649,260.0,3,0,1.0,488.0,224.0,0,10,0.0,707.0,293.0,0.0,0.6,0.0,1972,0,4616,11,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,4.43,3.0,483.0,222.0,1.4,461.0,223.0,0.0,749.0,323.0,0.4,493.0,227.0,,,,28,,Dan,Neil,Neil,has joined Ipswich Town on loan for the rest of the season.,,13,0,0,0,0,0,0,0,0,0,0,0,2,,,,0.0,0.0,0.0,0.0,13.85,0,2,0
10,a,,,5.1,239,36.0,0,0.0,-4,4.0,1.4,162,63.0,12,0,0.9,507.0,175.0,0,36,0.0,763.0,259.0,0.0,2.4,0.0,134224,221,464320,501,1.0,0.5,0.05,0.06,0.11,5.26,0.01,0.02,0.03,1.52,31.2,428.0,161.0,45.5,349.0,121.0,18.0,386.0,137.0,9.4,417.0,151.0,,,,28,,Myles,Lewis-Skelly,Lewis-Skelly,,,311,0,0,0,5,0,0,0,3,0,0,1,21,,,,0.0,0.0,1.45,0.29,4.05,4,10,14
550,a,,,4.8,359,225.0,0,0.0,-2,2.0,0.0,661,267.0,0,0,0.0,762.0,326.0,0,0,0.0,705.0,292.0,0.0,0.0,0.0,1035,5,2710,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.0,325.0,0.0,756.0,325.0,0.0,748.0,322.0,0.0,761.0,325.0,,,,28,,Ian,Poveda-Ocampo,Poveda,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
551,a,,,4.7,392,245.0,0,0.0,-3,3.0,0.0,597,226.0,15,0,1.5,408.0,180.0,0,48,0.0,699.0,287.0,0.0,3.2,0.0,5746,12,9092,29,0.0,0.0,0.32,0.35,0.67,5.12,0.08,0.08,0.16,1.23,20.2,445.0,197.0,48.4,343.0,184.0,21.0,378.0,191.0,8.9,421.0,189.0,,,,28,,Chris,Rigg,Rigg,,,375,0,0,2,2,0,0,0,0,0,0,6,27,,,,0.0,0.48,0.48,1.44,6.48,6,7,14
552,a,100.0,100.0,4.9,347,215.0,0,0.0,-1,1.0,0.1,565,208.0,55,1,2.4,288.0,126.0,0,294,2.0,191.0,84.0,0.4,11.2,0.0,10484,56,11744,69,2.0,2.0,0.37,0.93,1.3,29.19,0.02,0.04,0.06,1.3,247.2,220.0,95.0,199.9,160.0,111.0,65.0,294.0,158.0,51.3,238.0,121.0,,,,28,,Noah,Sadiki,Sadiki,,,2024,0,1,6,28,0,0,0,6,0,0,23,178,,,,0.0,0.27,1.25,1.02,7.92,35,69,74
553,a,100.0,100.0,4.9,345,213.0,0,0.0,-1,1.0,0.2,410,138.0,65,2,3.1,177.0,75.0,5,193,2.6,138.0,63.0,0.5,13.3,0.0,59837,114,70107,124,2.6,2.6,1.34,0.59,1.92,15.56,0.11,0.05,0.16,1.22,178.2,278.0,120.0,171.7,181.0,122.0,160.0,165.0,92.0,50.5,244.0,123.0,,,,28,,Chemsdine,Talbi,Talbi,,,1146,3,2,6,10,0,0,0,0,0,0,12,71,,,,0.0,0.47,0.79,0.94,5.58,8,15,48
554,a,,,4.3,591,346.0,0,0.0,-2,2.0,0.3,297,101.0,0,0,0.0,647.0,243.0,0,0,0.0,550.0,184.0,0.0,0.0,0.0,81155,108,77305,267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637.0,233.0,0.0,632.0,238.0,0.0,608.0,226.0,0.0,639.0,235.0,,,,28,,Abdoullah,Ba,Ba,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
41,a,100.0,100.0,4.3,586,131.0,0,0.0,-2,2.0,0.3,311,114.0,50,1,3.1,168.0,64.0,2,225,0.6,306.0,107.0,0.1,11.6,0.0,70467,124,95572,269,0.1,1.1,0.63,0.34,0.97,17.98,0.04,0.02,0.06,1.25,251.8,215.0,84.0,37.8,360.0,127.0,55.0,314.0,98.0,34.7,310.0,105.0,,,,28,,Pau,Torres,Pau,,,1296,0,1,4,15,1,0,0,0,0,0,14,121,,,,0.0,0.28,1.04,0.97,6.53,18,76,66
59,a,100.0,100.0,4.8,367,229.0,0,0.0,-2,2.0,0.7,216,74.0,62,2,3.3,144.0,65.0,3,276,2.2,169.0,76.0,0.5,12.9,0.0,157676,621,271701,938,1.7,2.7,1.06,0.28,1.34,19.88,0.07,0.02,0.09,1.39,320.8,172.0,66.0,84.7,282.0,165.0,123.0,220.0,122.0,52.8,230.0,114.0,,,,28,,Amadou,Onana,Onana,,,1288,2,0,5,15,0,0,0,2,0,0,16,168,,,,0.0,0.35,1.05,1.12,11.74,34,81,53
64,a,100.0,100.0,8.6,10,5.0,0,0.0,-4,4.0,8.6,42,7.0,99,2,3.7,104.0,9.0,11,351,1.6,228.0,29.0,0.2,11.5,0.0,2207262,1895,4188425,40705,1.1,2.1,9.8,1.01,10.81,31.67,0.43,0.04,0.47,1.37,382.6,125.0,11.0,226.3,137.0,10.0,740.0,4.0,3.0,134.3,31.0,8.0,,,3.0,28,,Ollie,Watkins,Watkins,,,2074,8,2,8,25,0,0,0,1,0,0,24,71,,,,0.0,0.35,1.08,1.04,3.08,17,15,39
65,u,0.0,0.0,4.5,482,69.0,0,0.0,0,0.0,0.3,323,55.0,0,0,0.0,732.0,78.0,0,0,0.0,664.0,68.0,0.0,0.0,0.0,17574,0,84889,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.0,78.0,0.0,724.0,77.0,0.0,711.0,77.0,0.0,730.0,78.0,,,,28,,Zépiqueno,Redmond,Redmond,has joined Huddersfield Town on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
743,a,,,4.5,499,307.0,0,0.0,0,0.0,0.0,727,304.0,0,0,0.0,744.0,313.0,0,0,0.0,678.0,273.0,0.0,0.0,0.0,1480,7,1322,17,0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743.0,312.0,0.0,737.0,312.0,0.0,724.0,308.0,0.0,743.0,312.0,,,,28,,Landon,Emenalo,Emenalo,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
295,a,100.0,100.0,4.6,397,66.0,0,0.0,1,-1.0,3.5,96,34.0,106,1,4.4,34.0,12.0,8,326,2.0,185.0,65.0,0.4,23.0,0.0,1400545,8096,1026953,6249,2.5,2.0,1.91,0.19,2.1,32.78,0.09,0.01,0.1,1.51,576.0,41.0,16.0,28.5,376.0,134.0,228.0,106.0,13.0,83.2,123.0,37.0,,,,28,,Michael,Keane,Keane,,,1948,3,0,6,28,0,0,0,0,1,0,22,253,,,,0.0,0.28,1.29,1.02,10.3,26,197,70
296,a,100.0,100.0,4.4,536,115.0,0,0.0,-1,1.0,0.0,622,222.0,21,0,3.5,118.0,41.0,0,68,0.2,374.0,135.0,0.0,4.8,0.0,5693,21,6307,58,0.7,0.2,0.03,0.04,0.07,3.55,0.01,0.02,0.03,1.35,63.6,394.0,151.0,6.4,436.0,157.0,17.0,388.0,138.0,8.6,424.0,153.0,,,,28,,Nathan,Patterson,Patterson,,,237,0,0,2,1,0,0,0,0,0,0,3,30,,,,0.0,0.76,0.38,1.14,11.39,10,20,14
297,u,0.0,0.0,3.8,799,247.0,0,0.0,-2,2.0,0.2,400,148.0,0,0,0.0,527.0,190.0,0,0,0.0,406.0,152.0,0.0,0.0,0.0,9298,0,21252,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,190.0,0.0,502.0,188.0,0.0,470.0,181.0,0.0,519.0,190.0,,,,28,,Roman,Dixon,Dixon,has joined Stockport County on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
72,a,100.0,100.0,4.9,315,50.0,0,0.0,4,-4.0,16.3,20,7.0,115,4,4.3,38.0,16.0,6,376,4.2,56.0,16.0,0.9,23.5,0.0,4767337,22465,3025286,8523,4.2,4.2,1.25,3.99,5.24,40.84,0.05,0.15,0.2,1.54,848.2,3.0,1.0,295.3,91.0,22.0,165.0,159.0,34.0,131.1,33.0,2.0,,,,28,,Marcos,Senesi Barón,Senesi,,,2388,0,4,7,45,0,0,0,8,0,0,27,367,,,,0.0,0.26,1.7,1.02,12.21,47,277,111
